Title,Pembimbing,Keywords,NIM
Pengembangan Sistem Informasi Manajemen Stok Produk di Pusat Kajian Hortikultura Tropika IPB,"Auriza Rahmad Akbar, S.Komp., M.Kom.","proses bisnis, sistem informasi, proses",G6401211038
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211040
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211040
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401211040
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401211040
Analisis Jejaring Interaksi Protein-Protein untuk Mengidentifikasi Protein Penting Terkait Hiperinflamasi pada COVID-19,"Dr. Eng. Annisa, S.Kom, M.Kom","bipartite graph, centrality measure, clustering, jaringan biologis, seluler, fungsi, ontologi, proses, proses penemuan, topologi",G6401211040
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211041
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211041
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401211041
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401211041
Analisis Jejaring Interaksi Protein-Protein untuk Mengidentifikasi Protein Penting Terkait Hiperinflamasi pada COVID-19,"Dr. Eng. Annisa, S.Kom, M.Kom","bipartite graph, centrality measure, clustering, jaringan biologis, seluler, fungsi, ontologi, proses, proses penemuan, topologi",G6401211041
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211042
Pengembangan Modul Pelaksanaan dan Pemantauan Tugas Akhir pada Sistem Informasi Manajemen Tugas Akhir,"Dean Apriana Ramadhan, S.Kom., M.Kom.","software, software development, ilmu komputer, fungsi, sistem informasi, sistem informasi manajemen",G6401211042
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211042
Analisis dan Perancangan Arsitektur Sistem Informasi Internal pada Sekolah Bisnis – Institut Pertanian Bogor dengan metode TOGAF-ADM,"Irman Hermadi, S.Kom, MS, P.hD","activity diagram, architecture framework, class diagram, enterprise architecture, information system, information system architecture, modelling language, process, system architecture, uml, unified modelling language, use case diagram, meningkatkan, proses bisnis, pengumpulan data, fungsi, sistem informasi, arsitektur sistem informasi, data terintegrasi, proses, arsitektur sistem",G6401211042
Perancangan Arsitektur Sistem Informasi Patroli Pencegahan Kebakaran Hutan dan Lahan (SIPP Karhutla) Menggunakan TOGAF ADM,"Dr. Hendra Rahmawan, S.Kom, M.Kom","architecture framework, bpmn, business process, business process model, business process modeling, class diagram, information system, process, process modeling, requirements management, system architectures, use case diagram, model arsitektur, pengumpulan data, proses pengembangan, ekonomi, perangkat keras, kualitas informasi, sistem informasi, arsitektur sistem informasi, teknologi informasi, proses, kepuasan, kualitas layanan, perangkat lunak, arsitektur sistem, kualitas sistem",G6401211042
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211043
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211043
Pengembangan Modul Pelaksanaan dan Pemantauan Tugas Akhir pada Sistem Informasi Manajemen Tugas Akhir,"Dean Apriana Ramadhan, S.Kom., M.Kom.","software, software development, ilmu komputer, fungsi, sistem informasi, sistem informasi manajemen",G6401211043
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211043
Perancangan Arsitektur Sistem Informasi Patroli Pencegahan Kebakaran Hutan dan Lahan (SIPP Karhutla) Menggunakan TOGAF ADM,"Dr. Hendra Rahmawan, S.Kom, M.Kom","architecture framework, bpmn, business process, business process model, business process modeling, class diagram, information system, process, process modeling, requirements management, system architectures, use case diagram, model arsitektur, pengumpulan data, proses pengembangan, ekonomi, perangkat keras, kualitas informasi, sistem informasi, arsitektur sistem informasi, teknologi informasi, proses, kepuasan, kualitas layanan, perangkat lunak, arsitektur sistem, kualitas sistem",G6401211043
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211044
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211044
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401211044
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401211044
Analisis Jejaring Interaksi Protein-Protein untuk Mengidentifikasi Protein Penting Terkait Hiperinflamasi pada COVID-19,"Dr. Eng. Annisa, S.Kom, M.Kom","bipartite graph, centrality measure, clustering, jaringan biologis, seluler, fungsi, ontologi, proses, proses penemuan, topologi",G6401211044
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211045
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211045
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401211045
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401211045
Analisis Jejaring Interaksi Protein-Protein untuk Mengidentifikasi Protein Penting Terkait Hiperinflamasi pada COVID-19,"Dr. Eng. Annisa, S.Kom, M.Kom","bipartite graph, centrality measure, clustering, jaringan biologis, seluler, fungsi, ontologi, proses, proses penemuan, topologi",G6401211045
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211046
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211046
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401211046
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401211046
Analisis Jejaring Interaksi Protein-Protein untuk Mengidentifikasi Protein Penting Terkait Hiperinflamasi pada COVID-19,"Dr. Eng. Annisa, S.Kom, M.Kom","bipartite graph, centrality measure, clustering, jaringan biologis, seluler, fungsi, ontologi, proses, proses penemuan, topologi",G6401211046
Pengembangan Modul Pelaksanaan dan Pemantauan Tugas Akhir pada Sistem Informasi Manajemen Tugas Akhir,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","software, software development, ilmu komputer, fungsi, sistem informasi, sistem informasi manajemen",G6401211047
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211047
Perancangan Arsitektur Sistem Informasi Patroli Pencegahan Kebakaran Hutan dan Lahan (SIPP Karhutla) Menggunakan TOGAF ADM,"Dr. Hendra Rahmawan, S.Kom, M.Kom","architecture framework, bpmn, business process, business process model, business process modeling, class diagram, information system, process, process modeling, requirements management, system architectures, use case diagram, model arsitektur, pengumpulan data, proses pengembangan, ekonomi, perangkat keras, kualitas informasi, sistem informasi, arsitektur sistem informasi, teknologi informasi, proses, kepuasan, kualitas layanan, perangkat lunak, arsitektur sistem, kualitas sistem",G6401211047
Analisis dan Perancangan Arsitektur Sistem Informasi Internal pada Sekolah Bisnis – Institut Pertanian Bogor dengan metode TOGAF-ADM,"Irman Hermadi, S.Kom, MS, P.hD","activity diagram, architecture framework, class diagram, enterprise architecture, information system, information system architecture, modelling language, process, system architecture, uml, unified modelling language, use case diagram, meningkatkan, proses bisnis, pengumpulan data, fungsi, sistem informasi, arsitektur sistem informasi, data terintegrasi, proses, arsitektur sistem",G6401211047
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211047
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211048
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211048
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211048
Pengembangan Modul Pelaksanaan dan Pemantauan Tugas Akhir pada Sistem Informasi Manajemen Tugas Akhir,"Dean Apriana Ramadhan, S.Kom., M.Kom.","software, software development, ilmu komputer, fungsi, sistem informasi, sistem informasi manajemen",G6401211048
Analisis Jejaring Interaksi Protein-Protein untuk Mengidentifikasi Protein Penting Terkait Hiperinflamasi pada COVID-19,"Dr. Eng. Annisa, S.Kom, M.Kom","bipartite graph, centrality measure, clustering, jaringan biologis, seluler, fungsi, ontologi, proses, proses penemuan, topologi",G6401211048
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211049
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211049
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401211049
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401211049
Analisis Jejaring Interaksi Protein-Protein untuk Mengidentifikasi Protein Penting Terkait Hiperinflamasi pada COVID-19,"Dr. Eng. Annisa, S.Kom, M.Kom","bipartite graph, centrality measure, clustering, jaringan biologis, seluler, fungsi, ontologi, proses, proses penemuan, topologi",G6401211049
"Sistem Informasi Jamu pada Serat Centhini, Buku Jampi dan Kitab Tibb.","Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","class diagram, modeling language, php, prototyping, sql, tes, uml, unified modeling language, komunikasi, keanekaragaman, sistem informasi, pengujian sistem",G6401211050
Analisis dan Perancangan Arsitektur Sistem Informasi Internal pada Sekolah Bisnis – Institut Pertanian Bogor dengan metode TOGAF-ADM,"Irman Hermadi, S.Kom, MS, P.hD","activity diagram, architecture framework, class diagram, enterprise architecture, information system, information system architecture, modelling language, process, system architecture, uml, unified modelling language, use case diagram, meningkatkan, proses bisnis, pengumpulan data, fungsi, sistem informasi, arsitektur sistem informasi, data terintegrasi, proses, arsitektur sistem",G6401211050
Pengembangan Modul Pelaksanaan dan Pemantauan Tugas Akhir pada Sistem Informasi Manajemen Tugas Akhir,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","software, software development, ilmu komputer, fungsi, sistem informasi, sistem informasi manajemen",G6401211050
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Dr. Hendra Rahmawan, S.Kom, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211050
Pengembangan Sistem Informasi Pelayanan Data Kependudukan untuk Dinas Kependudukan dan Pencatatan Sipil Dalam Mendukung Smart City,"Dr. Yani Nurhadryani, S.Si, MT","prototyping, smart city, meningkatkan, proses bisnis, komunikasi, sistem informasi, proses",G6401211050
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211051
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211051
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401211051
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401211051
Pengembangan Modul Pelaksanaan dan Pemantauan Tugas Akhir pada Sistem Informasi Manajemen Tugas Akhir,"Dean Apriana Ramadhan, S.Kom., M.Kom.","software, software development, ilmu komputer, fungsi, sistem informasi, sistem informasi manajemen",G6401211051
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211052
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211052
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401211052
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401211052
Pengembangan Modul Pelaksanaan dan Pemantauan Tugas Akhir pada Sistem Informasi Manajemen Tugas Akhir,"Dean Apriana Ramadhan, S.Kom., M.Kom.","software, software development, ilmu komputer, fungsi, sistem informasi, sistem informasi manajemen",G6401211052
Otomasi Manajemen Instalasi dan Konfigurasi Komputer Lab Ilmu Komputer IPB dengan Puppet,"Auriza Rahmad Akbar, S.Komp., M.Kom.","ilmu komputer, mesin, perangkat lunak, mesin virtual",G6401211053
Future Scenario for Farmland Abandonment in Karawang Regency,"Irman Hermadi, S.Kom, MS, P.hD","mesin, pembelajaran mesin, kemungkinan maksimum, metode kemungkinan maksimum, kemungkinan, hutan acak, refleksi, data sampel, statistik",G6401211053
Riset Pengguna Web Mata Kuliah Desain Pengalaman Pengguna Untuk Mendukung Kegiatan Pembelajaran Berbasis Proyek,"Auzi Asfarian, S.Komp., M.Kom.","desain pengalaman, interaksi manusiakomputer, proses, pemikiran, pengalaman pengguna",G6401211053
Optimasi Proses Pembuatan Wafer Pakan yang Mengandung Bahan Limbah Kacang Tanah pada Suhu Pemanasan Berbeda,"Dr. Eng. Annisa, S.Kom, M.Kom","c, conditions, process, proses",G6401211053
Model Klasifikasi Kesesuaian Lahan Bawang Putih Menggunakan Interpolasi Spasial dan Algoritme Pohon Keputusan,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","c, meningkatkan, pohon keputusan, model pohon keputusan",G6401211053
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211056
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211056
Pemetaan Daerah Rawan kebakaran di Lahan Gambut Berdasarkan Pola Sekuens Titik Panas di Kabupaten Pulang Pisau Kalimantan Tengah,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","cma, data mining, antara, keanekaragaman, ekonomi, fungsi, proses, menarik, validasi",G6401211056
Pengembangan Business Trip Management Sytem Menggunakan Workflow Engine (Studi Kasus PT AMN Indonesia).,"Irman Hermadi, S.Kom, MS, P.hD","engine, prototyping, fungsi, teknologi informasi",G6401211056
Pengembangan Modul Pelaksanaan dan Pemantauan Tugas Akhir pada Sistem Informasi Manajemen Tugas Akhir,"Dean Apriana Ramadhan, S.Kom., M.Kom.","software, software development, ilmu komputer, fungsi, sistem informasi, sistem informasi manajemen",G6401211056
Pengembangan Modul Pelaksanaan dan Pemantauan Tugas Akhir pada Sistem Informasi Manajemen Tugas Akhir,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","software, software development, ilmu komputer, fungsi, sistem informasi, sistem informasi manajemen",G6401211057
"Sistem Informasi Jamu pada Serat Centhini, Buku Jampi dan Kitab Tibb.","Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","class diagram, modeling language, php, prototyping, sql, tes, uml, unified modeling language, komunikasi, keanekaragaman, sistem informasi, pengujian sistem",G6401211057
Analisis dan Perancangan Arsitektur Sistem Informasi Internal pada Sekolah Bisnis – Institut Pertanian Bogor dengan metode TOGAF-ADM,"Irman Hermadi, S.Kom, MS, P.hD","activity diagram, architecture framework, class diagram, enterprise architecture, information system, information system architecture, modelling language, process, system architecture, uml, unified modelling language, use case diagram, meningkatkan, proses bisnis, pengumpulan data, fungsi, sistem informasi, arsitektur sistem informasi, data terintegrasi, proses, arsitektur sistem",G6401211057
Riset Pengguna Web Mata Kuliah Desain Pengalaman Pengguna Untuk Mendukung Kegiatan Pembelajaran Berbasis Proyek,"Auzi Asfarian, S.Komp., M.Kom.","desain pengalaman, interaksi manusiakomputer, proses, pemikiran, pengalaman pengguna",G6401211057
Pengembangan Aplikasi Mobile Modul Pemantauan pada Sistem Informasi Manajemen Peneliti di Pusat Studi Biofarmaka Tropika.,"Dr. Hendra Rahmawan, S.Kom, M.Kom","prototyping, puncak, meningkatkan, sistem informasi, sistem informasi manajemen",G6401211057
Pengembangan Modul Pelaksanaan dan Pemantauan Tugas Akhir pada Sistem Informasi Manajemen Tugas Akhir,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","software, software development, ilmu komputer, fungsi, sistem informasi, sistem informasi manajemen",G6401211059
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211059
"Sistem Informasi Jamu pada Serat Centhini, Buku Jampi dan Kitab Tibb.","Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","class diagram, modeling language, php, prototyping, sql, tes, uml, unified modeling language, komunikasi, keanekaragaman, sistem informasi, pengujian sistem",G6401211059
Analisis dan Perancangan Arsitektur Sistem Informasi Internal pada Sekolah Bisnis – Institut Pertanian Bogor dengan metode TOGAF-ADM,"Irman Hermadi, S.Kom, MS, P.hD","activity diagram, architecture framework, class diagram, enterprise architecture, information system, information system architecture, modelling language, process, system architecture, uml, unified modelling language, use case diagram, meningkatkan, proses bisnis, pengumpulan data, fungsi, sistem informasi, arsitektur sistem informasi, data terintegrasi, proses, arsitektur sistem",G6401211059
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Dr. Hendra Rahmawan, S.Kom, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211059
Perancangan Antarmuka Pengguna Web Mata Kuliah Interaksi Manusia Komputer untuk Mendukung Kegiatan Pembelajaran Berbasis Proyek,"Auzi Asfarian, S.Komp., M.Kom.","desain pengalaman, antarmuka pengguna grafis, proses, pengalaman pengguna, antarmuka pengguna",G6401211060
Pengembangan Modul Pelaksanaan dan Pemantauan Tugas Akhir pada Sistem Informasi Manajemen Tugas Akhir,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","software, software development, ilmu komputer, fungsi, sistem informasi, sistem informasi manajemen",G6401211060
Analisis dan Perancangan Arsitektur Sistem Informasi Internal pada Sekolah Bisnis – Institut Pertanian Bogor dengan metode TOGAF-ADM,"Irman Hermadi, S.Kom, MS, P.hD","activity diagram, architecture framework, class diagram, enterprise architecture, information system, information system architecture, modelling language, process, system architecture, uml, unified modelling language, use case diagram, meningkatkan, proses bisnis, pengumpulan data, fungsi, sistem informasi, arsitektur sistem informasi, data terintegrasi, proses, arsitektur sistem",G6401211060
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211060
"Sistem Informasi Jamu pada Serat Centhini, Buku Jampi dan Kitab Tibb.","Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","class diagram, modeling language, php, prototyping, sql, tes, uml, unified modeling language, komunikasi, keanekaragaman, sistem informasi, pengujian sistem",G6401211060
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211061
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211061
Perancangan dan Implementasi Modul Frontend Sistem Alumni Peduli Berbasis Web Menggunakan Pendekatan UX,"Dr. Yani Nurhadryani, S.Si, MT","meningkatkan, fungsi, kejelasan, proses",G6401211061
Pengembangan Modul Pelaksanaan dan Pemantauan Tugas Akhir pada Sistem Informasi Manajemen Tugas Akhir,"Dean Apriana Ramadhan, S.Kom., M.Kom.","software, software development, ilmu komputer, fungsi, sistem informasi, sistem informasi manajemen",G6401211061
Analisis Jejaring Interaksi Protein-Protein untuk Mengidentifikasi Protein Penting Terkait Hiperinflamasi pada COVID-19,"Dr. Eng. Annisa, S.Kom, M.Kom","bipartite graph, centrality measure, clustering, jaringan biologis, seluler, fungsi, ontologi, proses, proses penemuan, topologi",G6401211061
Sistem Manajemen Basis Data Patroli Pencegahan Karhutla Wilayah Sumatra,"Prof. Dr. Imas Sukaesih Sitanggang, S.Si, M.Kom","economics, mobile web, prototyping, sistem akuisisi, komunikasi, ilmu komputer, visualisasi data, manajemen basis data, proses pengembangan, sistem informasi, proses, model relasional, sistem arsitektur, visualisasi",G6401211062
Clustering Interaksi antar Protein dan Fungsi Molekuler Menggunakan Graf Fuzzy K-partite,"Prof. Dr. Eng. Wisnu Ananta Kusuma, ST, MT","clustering, database, meningkatkan, pembentukan sel, hasil pengelompokan, pengumpulan data, fungsi, proses, proses penemuan",G6401211062
Pengembangan Modul Pelaksanaan dan Pemantauan Tugas Akhir pada Sistem Informasi Manajemen Tugas Akhir,"Dean Apriana Ramadhan, S.Kom., M.Kom.","software, software development, ilmu komputer, fungsi, sistem informasi, sistem informasi manajemen",G6401211062
